TM_TR,TM_MODEL,TM_KP,TM_NET,TM_ID,CONFERENCE,CONF_TYPE,WIN_25,LOSS_25,SEED_25,REG_SEED_25,REG_CODE_25,REGION_25,VEGAS_25,NET_25,BPI_25,BPI_Rk_25,TR_AdjEff_25,TR_ORk_25,TR_DRk_25,TR_AdjEff_25,TR_OEff_25,TR_DEff_25,WIN_24,LOSS_24,SEED_24,VEGAS_24,WIN_23,LOSS_23,SEED_23,KP_Rank,KP_AdjEM,KP_AdjO_Rk,KP_AdjO,KP_AdjD_Rk,KP_AdjD,KP_SOS_AdjEM,KP_NCSOS_AdjEM,BPI_Rank,BPI_24,PTS/GM,AVG MARGIN,FGM/GM,FGA/GM,OFF EFF,DEF EFF,NET_eFG%,eFG%,TS%,3PT%,2PT%,FT%,3PTM/GM,3PTA/GM,OFF REB/GM,DEF REB/GM,TTL REB/GM,OFF REB%,DEF REB%,TTL REB%,BLKS/GM,STL/GM,AST/GM,TO/GM,AST/TO%,WIN% ALL GM,WIN% CLOSE GM,POSS/GM,PF/GM,OPP PTS/GM,OPP AVG MARGIN,OPP FG%,OPP eFG%,OPP 3PT%,OPP 2PT%,OPP FT%,OPP TS%,OPP AST/GM,OPP TO/GM,OPP AST/TO%,NET AST/TOV RATIO,STOCKS/GM,STOCKS-TOV/GM
N Mex State,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
Holy Cross,Holy Cross,Holy Cross,Holy Cross,1221,PL,,13,18,,,,,,310,-8.9,248,,190,42,,1.014,1.090,10,23,0,,0,0,0,320,-13.92,209,101.8,259,115.7,335,66,,,68.6,-5.2,25.2,56.2,1.014,1.09,-0.4,53.1,110.4,38.6,49.6,71.7,9.2,23.8,6.4,22.8,32,21.4,74.6,48.6,2.9,4.3,12.2,11.9,1.022,0.367,0.546,67.6,14.1,73.7,5.2,47,53.5,34.5,54.5,68.7,111,14.7,9,1.633,-0.61,7.2,-4.7
NJIT,NJIT,NJIT,NJIT,1312,AE,MM,6,25,,,,,,352,-12.4,267,,276,67,,0.928,1.074,10,21,0,,0,0,0,353,-20.31,275,93.2,242,113.5,309,66.4,,,63.9,-10.1,22.8,57.7,0.928,1.074,-4.7,45.3,97.9,30.5,45,73,6.7,21.8,8.6,22.5,34.4,25.6,70.4,47.6,3.5,4.7,9.6,12.1,0.793,0.167,0.333,68.8,18.4,73.9,10.1,44.6,50,31,51.9,68.8,106.9,13.2,9.3,1.421,-0.63,8.2,-3.9
Manhattan,Manhattan,Manhattan,Manhattan,1264,MAAC,MM,13,20,,,,,,243,-5.6,215,,82,78,,1.078,1.068,7,23,0,,0,0,0,236,-5.89,128,108.5,248,114.3,318,67.4,,,75.9,0.7,26.3,60.3,1.078,1.068,-0.1,50.8,109.4,34.1,50.5,76.8,8.6,25.1,10,22.8,36.4,30.5,68.8,50.3,2.4,6.3,14.8,11.5,1.287,0.533,0.571,70.4,14.2,75.2,-0.7,44.1,50.9,32.4,52.6,72.6,107.5,16,10.3,1.545,-0.26,8.7,-2.8
Boston U,Boston University,Boston University,Boston U.,1131,PL,,15,17,,,,,,290,-6.6,221,,229,158,,0.991,1.030,11,19,0,,15,17,0,305,-12.31,243,99,216,111.3,269,63,,,65.6,-2.6,23.5,54.3,0.991,1.03,-2.2,50.2,105.5,33,50.7,66.9,7.5,22.8,8.9,22.5,34.7,30.3,78.8,53.9,2.6,5.8,11.5,13.3,0.86,0.484,0.636,66.3,16,68.3,2.6,45.1,52.4,36.1,51.2,74.6,111.6,12.6,10.8,1.174,-0.31,8.4,-4.9
Central Mich,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
UCLA,UCLA,UCLA,UCLA,1417,B10,P5,21,10,7,MW7,MW,MIDWEST,,27,14.4,27,,54,265,,1.100,0.967,16,17, ,,29,5,2,27,21.76,35,116.8,16,95.1,17,64.9,,,74.2,9,26.7,57.6,1.1,0.967,2.7,52.8,111.5,35.2,52.8,71,7.4,21,9.6,20.4,32.6,31.9,71.8,50.9,3.1,8.1,16.3,10.6,1.546,0.677,0.727,67.5,17.2,65.2,-9,42.7,50.1,32.8,50.7,75.1,108.2,12.9,15.1,0.85,0.70,11.2,0.6
Navy,Navy,Navy,Navy,1298,PL,,15,19,,,,,,270,-5.2,211,,175,136,,1.024,1.041,13,18,0,,18,13,0,272,-9.17,202,102.3,218,111.4,271,66.9,,,70.1,-1.1,24.3,58,1.024,1.041,-4.5,48,104.1,33.3,46.8,73.1,7.2,21.5,9.8,22.7,35.4,29.6,74.9,51.1,2.6,6.5,12.8,10.8,1.185,0.424,0.375,68.4,16.5,71.2,1.1,45.3,52.5,34.9,52.6,70.5,111,12.6,11.9,1.053,0.13,9.1,-1.7
NC A&T,North Carolina A&T,North Carolina A&T,N.C. A&T,1299,CAA,MM,7,25,,,,,,333,-9.7,255,,260,51,,0.959,1.085,7,25,0,,13,19,0,335,-16.4,264,96.9,241,113.3,308,69,,,67.9,-9,24.3,60.1,0.959,1.085,-5.7,45.8,98.5,30,46.3,68.7,6.5,21.6,8.5,22.8,35.2,24.6,70,47,3.1,6.1,10.8,10.6,1.012,0.194,0.364,70.9,14.9,76.9,9,45.1,51.5,33.3,52.4,75.9,110.1,15.8,10.6,1.494,-0.48,9.2,-1.4
Rutgers,Rutgers,Rutgers,Rutgers,1353,B10,P5,14,18,,,,,,77,7.4,72,,108,82,,1.060,1.067,15,17, ,,19,14,0,75,10.74,59,115.1,110,104.3,124,68.6,,,77,-0.5,27,60.6,1.06,1.067,-2.2,50.6,108.5,32.9,51.3,71.8,7.2,22,9.5,22.5,35.3,28.8,70.7,49.1,3.9,7,12.9,10.9,1.183,0.469,0.455,72.7,17.1,77.6,0.5,46.2,52.8,35.1,52.9,69.6,110.8,14.6,12.3,1.183,0.00,10.9,0.0
E Illinois,Eastern Illinois,Eastern Illinois,Eastern Ill.,1183,OVC,MM,10,22,,,,,,318,-9.7,255,,281,204,,0.915,1.011,14,18,0,,0,0,0,315,-13.37,274,93.5,148,106.9,177,66.1,,,63.5,-6.7,22.5,57.2,0.915,1.011,-6.9,44.1,96,31.7,42.6,69.3,5.4,17,9,21.5,34.6,26.3,70.7,48.5,2.4,8.4,10.4,12.5,0.826,0.321,0.333,69.5,18.9,70.3,6.7,43.3,51,34.7,50.2,71.1,109.6,14.4,14,1.031,-0.21,10.8,-1.7
Bucknell,Bucknell,Bucknell,Bucknell,1137,PL,,18,15,,,,,,213,-3.0,178,,165,190,,1.029,1.016,18,16,0,,0,0,0,225,-4.9,198,102.7,163,107.6,195,67.2,,,74,0.9,26.1,56.1,1.029,1.016,3.5,53.8,112.5,35.3,54.4,66.4,8.1,23,7.3,23.6,33.8,24.2,74.4,49.8,3.2,6.6,13.6,13.1,1.035,0.546,0.546,72,17.8,73.2,-0.9,43.2,50.3,34.7,49,68.6,106.9,12.8,12,1.071,-0.04,9.8,-3.3
Grambling St,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
St Peters,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
Florida A&M,Florida A&M,Florida A&M,Florida A&M,1197,SWAC,MM,14,17,,,,,,321,-10.3,260,,245,47,,0.981,1.086,6,23,0,,0,0,0,317,-13.7,216,101.5,255,115.2,329,67.1,,,68.8,-7.3,23.1,54,0.981,1.086,-0.8,50.6,108.6,33.6,50.8,71.4,8.4,25.1,7.5,21.8,33.2,25,69.4,48.5,3.1,5,12.1,14.1,0.86,0.414,0.556,70.1,18.1,76.1,7.3,45.2,51.4,34.2,51.5,69.6,109.8,12.7,10.6,1.206,-0.35,8.1,-6.0
TN Tech,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
DePaul,DePaul,DePaul,DePaul,1177,BE,P5,19,15,,,,,,119,3.9,97,,155,108,,1.034,1.054,8,23,0,,0,0,0,118,4.34,109,109.6,120,105.3,140,66.9,,,72.8,-1.4,26.1,58.4,1.034,1.054,1.3,52.7,110.3,34.6,53.3,70.6,9.4,27.1,7.7,23.8,34.5,25,72.6,49.7,3.6,6.1,15.7,12.3,1.273,0.424,0.571,70.4,16.5,74.2,1.4,45.3,51.4,34.4,51.3,70.3,108.3,14.8,10.7,1.385,-0.11,9.7,-2.6
Marist,Marist,Marist,Marist,1265,MAAC,MM,17,16,,,,,,246,-5.6,215,,229,262,,0.991,0.969,16,17,0,,13,20,0,271,-9.1,262,97.1,134,106.2,162,64,,,66,1.5,25.1,57.1,0.991,0.969,3,49.9,104.5,31.4,51.5,70.8,6.7,21.4,8.8,24.2,35.9,28.8,77.1,52.7,3.4,5.8,14,11.9,1.173,0.667,0.706,66.5,14.9,64.5,-1.5,40.9,46.9,33.7,44.9,72.3,101.7,10.1,10.6,0.95,0.22,9.2,-2.7
IUPUI,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
SE Missouri,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
Chicago St,Chicago St.,Chicago St.,Chicago St.,1152,NEC,MM,6,24,,,,,,358,-12.6,269,,284,24,,0.878,1.105,15,17,0,,0,0,0,362,-24.31,278,91.8,264,116.2,341,68.2,,,62.5,-16.2,22.2,58.1,0.878,1.105,-10.5,44.4,95.5,30.6,43.4,70.5,7.3,23.7,6.9,20.8,30.7,19.9,68.8,43.1,3.6,7.3,10.8,12.9,0.835,0.125,0,71.2,19,78.7,16.2,47.8,54.9,35.8,55.7,72.1,116,15.9,12.6,1.257,-0.42,10.9,-2.0
Middle Tenn,Middle Tennessee,Middle Tennessee,Middle Tenn.,1292,CUSA,MM,21,11,,,,,,105,0.8,127,,149,185,,1.038,1.018,12,19,0,,19,14,0,119,4.28,120,109.1,116,104.8,131,68.2,,,75.3,1.5,27.2,60.8,1.038,1.018,2,50.9,107.3,31.5,53.3,67.8,7.6,24.1,9.6,24.9,37.7,28.9,73.9,51.1,4.3,6.3,12.3,11.8,1.051,0.625,0.733,72.5,17.2,73.8,-1.5,43.3,48.9,31.5,49.8,73.3,105.1,13.1,11.3,1.161,-0.11,10.6,-1.2
Sac State,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
Pacific,Pacific,Pacific,Pacific,1334,WCC,MM,11,19,,,,,,295,-9.1,252,,253,25,,0.973,1.104,4,27,0,,15,18,0,283,-10.27,217,101.4,223,111.7,278,66.4,,,68,-9.2,24,56.5,0.973,1.104,-5.1,48.1,104.1,29.7,50.3,73.4,6.4,21.4,8.4,21.7,33.7,26.4,73,49.5,2.7,5.6,11.9,13.1,0.909,0.226,0.429,69.9,18.6,77.2,9.2,46.1,53.2,35.8,52.9,77.2,114.8,15.9,10.5,1.508,-0.60,8.3,-4.8
Charl South,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
Notre Dame,Notre Dame,Notre Dame,Notre Dame,1323,ACC,P5,23,10,,,,,,103,6.1,84,,118,110,,1.055,1.053,13,20, ,,0,0,0,96,7.06,92,111.3,108,104.2,123,64.7,,,72.6,0.2,25.8,57.2,1.055,1.053,0.3,51.7,110.3,35.5,50.8,74,7.6,21.5,8.2,23.4,35.1,27.1,76.6,51.9,1.8,5.6,11.4,11.1,1.027,0.455,0.539,68.9,15.7,72.5,-0.2,44.9,51.4,32.1,53.6,75.4,109.8,14.2,10,1.42,-0.39,7.4,-3.7
Virginia,Virginia,Virginia,Virginia,1438,ACC,P5,18,13,,,,,,110,4.9,92,,165,95,,1.029,1.061,23,10,10,,25,7,4,104,5.3,96,110.7,121,105.4,141,61.1,,,64.8,-2,23.1,51.8,1.029,1.061,1.9,52.7,111.2,37.5,49.9,75.3,8.3,22.2,5.8,21,29.3,20.6,72.7,47.1,3.8,5.5,14.7,10.1,1.455,0.469,0.571,62.9,15.3,66.8,2,44.2,50.8,34.1,50.6,75.5,108.6,12,9.7,1.239,0.22,9.3,-0.8
Lindenwood,,,,,,,,,,,,,,104,,,,271,185,,0.937,1.018,,,,,,,,,,,,,,,,,,68.3,-5.9,24,59.5,0.937,1.018,-5.7,45,98,26.7,47.6,68.8,5.5,20.6,9.9,22.6,35.7,28.3,71.2,48.4,3.7,7.7,10.2,12.7,0.798,0.433,0.8,72.9,17,74.2,5.9,44.3,50.7,34.6,50,70.5,108.1,13.2,13.8,0.959,-0.16,11.4,-1.3
St Fran (PA),St. Francis,St. Francis,St. Francis,,,,,,,,,,,,-8.6,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
Stonehill,,,,,,,,,,,,,,104,,,,212,98,,1.005,1.059,,,,,,,,,,,,,,,,,,67.3,-3.6,23.3,54,1.005,1.059,0.2,51.1,108.6,35.4,49.4,72.1,8.5,24,7.2,22.4,32.3,24.3,71.9,48.8,2.6,6,14.1,12,1.172,0.433,0.6,67,16.7,70.9,3.6,45,50.9,34.9,50.1,73.3,108.8,10.4,10.6,0.978,0.19,8.6,-3.4
Loyola-MD,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
Cal Poly,Cal Poly,Cal Poly,Cal Poly,1142,BW,MM,25,7,,,,,,180,-4.6,197,,124,63,,1.053,1.076,4,28,0,,0,0,0,181,-1.58,112,109.5,212,111.1,263,74.4,,,81.6,-1.8,28.6,62.2,1.053,1.076,2,55.2,116.3,36.3,56,76.9,11.6,31.8,8.1,22.2,34.2,25.5,67.5,47.3,2.1,7.9,15.1,15.7,0.963,0.441,0.5,77.5,18.3,83.4,1.8,46.3,53.2,34.4,54.3,76,113.6,14.8,14.5,1.02,-0.06,10.0,-5.7
Lafayette,,,,,,,,,,,,,,104,,,,218,167,,0.998,1.025,,,,,,,,,,,,,,,,,,67.8,-1.8,24.2,55.8,0.998,1.025,-0.2,50.2,106.2,34,49.7,69.2,7.7,22.5,7.2,23.8,33.1,22.4,74.4,48.1,3.6,5.6,14.4,11.1,1.299,0.375,0.25,67.9,15.4,69.7,1.8,43.6,50.4,35.8,48.3,73.5,106.8,13.7,11.1,1.23,0.07,9.2,-1.9
Maryland ES,Maryland Eastern Shore,Maryland Eastern Shore,Maryland Eastern Shore,1271,MEAC,MM,6,25,,,,,,,,,,278,5,,0.918,1.153,9,20,0,,18,13,0,358,-22.65,268,95.8,276,118.4,357,65.5,,,63.3,-16.2,21.9,55,0.918,1.153,-9.6,45.7,98.4,31.5,44.7,66.7,6.4,20.4,8.4,20,31.5,25.1,67.4,45.4,2,5.2,10.1,13.3,0.763,0.074,0,69,18.6,79.5,16.2,49.1,55.3,33.3,58.6,71.3,117.1,16,10.4,1.528,-0.77,7.2,-6.1
Wagner,Wagner,Wagner,Wagner,1447,NEC,MM,14,16,,,,,,339,-8.9,248,,280,215,,0.917,1.004,16,16,0,,15,13,0,344,-18.09,277,92.2,198,110.3,247,60.3,,,57.5,-5.5,20.1,53.1,0.917,1.004,-6.7,43.7,95.1,31.6,41.5,71.1,6.3,20,9.6,21,33.7,30.1,77.2,51.7,1.4,5.8,11,11.9,0.926,0.385,0.556,62.8,17.7,63,5.5,43.3,50.4,33.2,50.8,72.8,109.1,11.8,11.2,1.055,-0.13,7.2,-4.7
Dartmouth,Dartmouth,Dartmouth,Dartmouth,1171,Ivy,MM,21,13,,,,,,209,-1.5,152,,205,225,,1.008,0.998,6,21,0,,0,0,0,205,-3.3,232,100.1,92,103.4,105,70.9,,,74.2,0.7,25.5,60.2,1.008,0.998,1.2,50.3,107.8,33.9,49.8,75.1,9.5,28,6.8,27.2,36.8,21,78.3,49.6,3.1,5,14.5,11.7,1.244,0.462,0.556,73.6,15.1,73.5,-0.7,43.4,49.1,29.6,52.1,70,103.1,14.5,9.9,1.457,-0.21,8.1,-3.6
Siena,Siena,Siena,Siena,1373,MAAC,MM,10,23,,,,,,259,-6.6,221,,156,156,,1.033,1.031,4,28,0,,17,15,0,253,-7.42,196,102.8,196,110.2,245,67.2,,,72.2,0.1,24.5,57.1,1.033,1.031,-2.3,49.4,107.5,32.8,49.5,74.3,7.5,22.8,8.8,20.9,32.1,27.6,71.9,48.8,5,6.8,11.8,11.8,0.997,0.438,0.273,69.9,16.2,72.1,-0.1,45.8,51.7,34.3,51.8,75.1,110.5,12.9,12.4,1.043,-0.05,11.8,0.0
Army,Army,Army,Army,1119,PL,,11,20,,,,,,,-8.4,240,,188,53,,1.015,1.083,10,22,0,,17,16,0,324,-14.51,237,99.8,248,114.3,317,67.6,,,71.7,-4.8,26.4,61.5,1.015,1.083,-4.2,49.5,103.9,31.2,51.4,68,8,25.6,8.1,22.7,34.3,23.8,71.9,47.5,2.1,6.3,13.4,9.9,1.344,0.484,0.692,70.7,15.9,76.5,4.8,46.4,53.7,34.8,54.8,70.4,112.1,15.1,11.1,1.362,-0.02,8.4,-1.5
Coppin St,Coppin St.,Coppin St.,Coppin St.,1164,MEAC,MM,4,28,,,,,,359,-12.6,269,,286,47,,0.866,1.086,6,26,0,,0,0,0,361,-24.29,279,87.3,222,111.6,275,67.7,,,61.3,-15.6,21.4,54.4,0.866,1.086,-11.6,44,96.1,29,44.2,67.8,5.1,17.5,7.6,19.1,30.4,23.2,66.9,44.8,1.8,7.8,10.8,14.9,0.723,0.172,0.5,70.8,17.4,76.9,15.6,48.5,55.6,36.3,56.3,71.9,117.2,15.7,14.2,1.102,-0.38,9.6,-5.3
Miss Val St,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
